code,code2,name,color,farz,kind,un1,un2,qu2,vis,pr_run1,pr_r2un1,pr_r3un1,pr_run2,pr_r2un2,pr_r3un2,p,p2,p3,company,rem,firstunit,taxprcent,da_expopt,salebycode,qu_max,qu_min,pict,alarm,txtalarm,company2,company3,stor,vaw,prcentw,efectw,vas,prcents,efects,codecomp,nomodel,media,marg,qu_s2,chk,pr_r4un1,pr_r4un2,pr_r5un1,pr_r5un2,pr_r6un1,pr_r6un2,pr_r7un1,pr_r7un2,pr_r8un1,pr_r8un2,pr_r9un1,pr_r9un2,pr_r10un1,pr_r10un2,pr_s,pr_s2,ser,codeun2,storadd,shortcode,d2w,d2s,aimname,evaluepolicy,pr_sa,prminut,engname,place,pr_r2,pr_r3,pr_rforqu_s,Prnparcode,exported
"100041",,"مضرب نسكافية","لا","لا","عام","دستة","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العربي",,"2",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100042",,"كارت سكينة سيلفر","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العربي",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100043",,"عجانة سيلفر","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"العربي",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100044",,"كنك جرانيت","لا","لا","عام","كرتونة","قطعه",8.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الكباس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100045",,"غلاية الاسبانية","لا","لا","عام","كرتونة","قطعه",8.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الكباس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100046",,"طقم كنك استيل الرحمة","لا","لا","عام","كرتونة","قطعه",8.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الرحمة",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100047",,"مج ديجتال الون","لا","لا","عام","كرتونة","قطعه",50.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100048",,"مج ديجتال ساده","لا","لا","عام","كرتونة","قطعه",50.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"النور",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100049",,"ماسك استيل وسط","لا","لا","عام","دستة","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100050",,"ماسك استيل كبير","لا","لا","عام","دستة","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100051",,"سكينة فراولة ص","لا","لا","عام","علبه","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100052",,"سكينة فراولة ك","لا","لا","عام","علبه","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100053",,"ماسك سيلكون ك","لا","لا","عام","دستة","قطعه",12.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100054",,"كارت سكينة كذلك ك","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100055",,"كارت سكينة كذلك ص","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الاندلس ابو النمرس",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100057",,"شنطة ملاعق بفاري 84 ق","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100058",,"مج شوربة جرانيت","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100066",,"توزيع استيل الحداد عادى","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100059",,"بورسر طقم عشاء فوليا 30 ق ديجتال","لا","لا","عام","كرتونة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100060",,"بابيلا طقم كنك جرانيت الحداد","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100061",,"بابيلا حله تحمير جرانيت 24","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100062",,"فيفالدي طقم حله استيل 30 -18","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100063",,"ايكوتن طقم حله استيل بومبيه","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100064","89440-15","ايكوتن طقم حله استانلس فوليا","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","1",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100065",,"صنية الحداد 2 ق","لا","لا","عام","كرتونة","قطعه",8.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100067",,"توزيع استيل الحداد عادى دهبى","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100068",,"توزيع استيل الحداد لوكس","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100069",,"توزيع استيل الحداد سوبر لوكس دهبى","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100070",,"توزيع استيل الحداد اسود","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100071",,"توزيع استيل الحداد دهبى دهبى","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100072",,"ارشا 30 ق","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100073",,"شنطة ملاعق ارشا 24","لا","لا","عام","شنطه",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100074",,"سكينه ارشا الحداد","لا","لا","عام","علبه",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100075",,"شنطة ملاعق 86 ارشا لوكس","لا","لا","عام","شنطه",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100076",,"طقم صنيه استيل ارشا","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,"محمد شومان",,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100077",,"بابيلا طقم صوانى فرن تيفال 3 ق","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100078",,"فيفالدى طقم كنك ساده","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100079",,"فيفالدى طقم كنك استيل بيد الوان","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100080",,"فيفالدى طقم كنك استيل بيد خشب","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100081",,"فيفالدى حله استيل كراتوس 28-18","لا","لا","عام","طقم",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100082",,"مقلايه جرانيت بابيلا 22","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
"100083",,"مقلايه جرانيت بابيلا 24","لا","لا","عام","قطعة",,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"الحداد",,"1",0.0000,"0","0",0.0000,0.0000,,"0",,,,"رئيسى",0.0000,"%","-",0.0000,"%","-","0",,,0.0000,0.0000,"1",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"0",,"رئيسى",,0.0000,0.0000,1,1,0.0000,0,,,0.0000000000000000e+00,0.0000000000000000e+00,0,"1","0"
