autono,stor,kind,color,farz,unit,no_s,da_s,to,name,qu_s,pr_s,pr_sd,d,no_i,pr_sa,a,bonus,det,da_exp,qu_s2,mandob,company,pr_c,marg,da_st,serfrom,serto,duration,duration2,da_expcode,aimname,d2,Prn,closed,sorttime,qu2,kindtel,exported
1645244845,"رئيسى","عام","لا","لا","قطعة",1.0000000000000000e+00,"02/18/22 00:00:00","دريم هاوس","صنيه خشب الهنا",1.0000000000000000e+00,2.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"1",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:27:25",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:27:25",1.0000,"عميل","0"
