autono,to,da_s,kst,no_r,new,no_s,kind,no_cb,cb,respon,stor,cashstor,qu_s,kind2,da_st,mandob,no_i,kindtel,kindtel2,exported
-851089046,"دريم هاوس","02/18/22 00:00:00",2.2000000000000000e+02,,"0",1.0000000000000000e+00,,0,"0",,"رئيسى","رئيسية",0.0000000000000000e+00,,"12/30/99 20:27:41","اسم المدير","1","عميل",,"0"
